WorkingGroup,FishStock,CertYear,Year,Recruitment,TBiomass,SSB,Landings,YieldSSB,MeanF,Bmsy,SSBlim,Fmsy,SoP,F14,F15,F16,F17,F18,F19,F20,F21
wgnssk,ple-nsea,2013,1990,1039000,530,381500,229000,,0.567,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1991,918000,494,351700,230300,,0.649,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1992,782000,399,286200,183300,,0.631,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1993,533000,346,249500,153000,,0.637,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1994,446000,313,227800,135200,,0.619,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1995,1167000,330,220000,121100,,0.643,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1996,1296000,316,182000,134600,,0.673,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1997,2160000,402,207600,184300,,0.796,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1998,778000,377,228200,176300,,0.735,,,,,,,,,,,,
wgnssk,ple-nsea,2013,1999,845000,344,203400,152700,,0.666,,,,,,,,,,,,
wgnssk,ple-nsea,2013,2000,987000,343,230400,126800,,0.475,,,,,,,,,,,,
wgnssk,ple-nsea,2013,2001,544000,393,270900,183200,,0.77,,,,,,,,,,,,
wgnssk,ple-nsea,2013,2002,1730000,346,198600,125800,,0.58,,,,,,,,,,,,
wgnssk,ple-nsea,2013,2003,529000,353,226300,145000,,0.61,,,,,,,,,,,,
wgnssk,ple-nsea,2013,2004,1270000,352,206700,116500,,0.481,,,,,,,,,,,,
wgnssk,ple-nsea,2013,2005,771000,354,243500,110100,,0.41,,,,,,,,,,,,
wgnssk,ple-nsea,2013,2006,937000,389,252300,120300,,0.375,,,,,,,,,,,,
wgnssk,ple-nsea,2013,2007,1168000,382,259900,89800,,0.317,,,,,,,,,,,,
wgnssk,ple-nsea,2013,2008,1015000,500,359400,95300,,0.237,,,,,,,,,,,,
wgnssk,ple-nsea,2013,2009,1041000,561,400100,100700,,0.211,,,,,,,,,,,,
wgnssk,ple-nsea,2013,2010,929000,643,500800,107000,,0.206,,,,,,,,,,,,
wgnssk,ple-nsea,2013,2011,1266000,610,476100,108500,,0.229,,,,,,,,,,,,
wgnssk,ple-nsea,2013,2012,922294,,589341,,,,,,,,,,,,,,,
wgnssk,sai-3a46,2013,1967,127000,395600,150800,88300,,0.322,,,,,,,,,,,,
wgnssk,sai-3a46,2013,1968,114000,520500,211700,113800,,0.291,,,,,,,,,,,,
wgnssk,sai-3a46,2013,1969,301000,694200,264000,130600,,0.262,,,,,,,,,,,,
wgnssk,sai-3a46,2013,1970,292000,890400,311900,235000,,0.408,,,,,,,,,,,,
wgnssk,sai-3a46,2013,1971,328000,1018400,429600,265400,,0.329,,,,,,,,,,,,
wgnssk,sai-3a46,2013,1972,171000,903500,474000,261900,,0.395,,,,,,,,,,,,
wgnssk,sai-3a46,2013,1973,153000,847500,534500,242500,,0.416,,,,,,,,,,,,
wgnssk,sai-3a46,2013,1974,149000,833800,554900,298400,,0.556,,,,,,,,,,,,
wgnssk,sai-3a46,2013,1975,181000,743400,472000,271600,,0.482,,,,,,,,,,,,
wgnssk,sai-3a46,2013,1976,384000,752400,351600,344000,,0.76,,,,,,,,,,,,
wgnssk,sai-3a46,2013,1977,118000,509400,263100,216400,,0.615,,,,,,,,,,,,
wgnssk,sai-3a46,2013,1978,92000,463900,268100,155100,,0.477,,,,,,,,,,,,
wgnssk,sai-3a46,2013,1979,78000,419200,241100,128400,,0.396,,,,,,,,,,,,
wgnssk,sai-3a46,2013,1980,67000,396800,235200,131900,,0.443,,,,,,,,,,,,
wgnssk,sai-3a46,2013,1981,173000,495300,241300,132300,,0.306,,,,,,,,,,,,
wgnssk,sai-3a46,2013,1982,110000,511900,210500,174400,,0.469,,,,,,,,,,,,
wgnssk,sai-3a46,2013,1983,118000,467400,214400,180000,,0.548,,,,,,,,,,,,
wgnssk,sai-3a46,2013,1984,205000,466200,176800,200800,,0.677,,,,,,,,,,,,
wgnssk,sai-3a46,2013,1985,312000,491000,161100,220900,,0.714,,,,,,,,,,,,
wgnssk,sai-3a46,2013,1986,288000,488100,152200,198600,,0.819,,,,,,,,,,,,
wgnssk,sai-3a46,2013,1987,114000,386800,154100,167500,,0.645,,,,,,,,,,,,
wgnssk,sai-3a46,2013,1988,116000,323300,149600,135200,,0.621,,,,,,,,,,,,
wgnssk,sai-3a46,2013,1989,78000,261400,117200,108900,,0.673,,,,,,,,,,,,
wgnssk,sai-3a46,2013,1990,119000,266500,106500,103800,,0.598,,,,,,,,,,,,
wgnssk,sai-3a46,2013,1991,139000,286800,105400,108000,,0.576,,,,,,,,,,,,
wgnssk,sai-3a46,2013,1992,93000,282400,107100,99700,,0.63,,,,,,,,,,,,
wgnssk,sai-3a46,2013,1993,153000,330600,112200,111500,,0.529,,,,,,,,,,,,
wgnssk,sai-3a46,2013,1994,105000,325700,122900,109600,,0.509,,,,,,,,,,,,
wgnssk,sai-3a46,2013,1995,227000,464400,138600,121800,,0.411,,,,,,,,,,,,
wgnssk,sai-3a46,2013,1996,113000,446900,152700,115000,,0.401,,,,,,,,,,,,
wgnssk,sai-3a46,2013,1997,167000,480600,202700,107300,,0.283,,,,,,,,,,,,
wgnssk,sai-3a46,2013,1998,72000,399700,204000,106100,,0.34,,,,,,,,,,,,
wgnssk,sai-3a46,2013,1999,144000,419900,217000,110700,,0.349,,,,,,,,,,,,
wgnssk,sai-3a46,2013,2000,95000,455000,219000,91300,,0.299,,,,,,,,,,,,
wgnssk,sai-3a46,2013,2001,229000,526000,234400,95000,,0.273,,,,,,,,,,,,
wgnssk,sai-3a46,2013,2002,193000,562900,235800,115400,,0.244,,,,,,,,,,,,
wgnssk,sai-3a46,2013,2003,128000,530000,269400,105600,,0.224,,,,,,,,,,,,
wgnssk,sai-3a46,2013,2004,100000,561500,324800,104200,,0.189,,,,,,,,,,,,
wgnssk,sai-3a46,2013,2005,191000,578500,327700,124500,,0.25,,,,,,,,,,,,
wgnssk,sai-3a46,2013,2006,64000,524600,312400,125700,,0.266,,,,,,,,,,,,
wgnssk,sai-3a46,2013,2007,117000,486600,310600,101200,,0.252,,,,,,,,,,,,
wgnssk,sai-3a46,2013,2008,70000,461600,292100,119300,,0.344,,,,,,,,,,,,
wgnssk,sai-3a46,2013,2009,54000,374600,260800,115700,,0.388,,,,,,,,,,,,
wgnssk,sai-3a46,2013,2010,111000,422600,248300,101900,,0.289,,,,,,,,,,,,
wgnssk,sai-3a46,2013,2011,107000,433200,217000,97100,,0.284,,,,,,,,,,,,
wgnssk,sai-3a46,2013,2012,115970,,216941,,,,,,,,,,,,,,,
wgnssk,san-ns1,2013,1983,618936000,692508,506903,349232,0.689,0.598,,,,,,,,,,,,
wgnssk,san-ns1,2013,1984,146686000,1484880,207960,467609,2.249,0.677,,,,,,,,,,,,
wgnssk,san-ns1,2013,1985,950453000,993012,580735,424114,0.73,0.686,,,,,,,,,,,,
wgnssk,san-ns1,2013,1986,153171000,2290050,315338,382735,1.214,0.519,,,,,,,,,,,,
wgnssk,san-ns1,2013,1987,72911000,1602770,1068990,357671,0.335,0.365,,,,,,,,,,,,
wgnssk,san-ns1,2013,1988,372528000,776824,627683,398271,0.635,0.524,,,,,,,,,,,,
wgnssk,san-ns1,2013,1989,176723000,809443,229109,445695,1.945,0.835,,,,,,,,,,,,
wgnssk,san-ns1,2013,1990,238093000,697171,364033,283040,0.778,0.761,,,,,,,,,,,,
wgnssk,san-ns1,2013,1991,331319000,1080840,319061,347096,1.088,0.593,,,,,,,,,,,,
wgnssk,san-ns1,2013,1992,73712000,1308610,352543,564298,1.601,0.867,,,,,,,,,,,,
wgnssk,san-ns1,2013,1993,310167000,547537,302297,124082,0.41,0.353,,,,,,,,,,,,
wgnssk,san-ns1,2013,1994,461180000,830519,188752,209538,1.11,0.332,,,,,,,,,,,,
wgnssk,san-ns1,2013,1995,111006000,1811020,433700,410513,0.947,0.58,,,,,,,,,,,,
wgnssk,san-ns1,2013,1996,688518000,697039,410379,298702,0.728,0.591,,,,,,,,,,,,
wgnssk,san-ns1,2013,1997,106629000,2118460,237276,431808,1.82,0.514,,,,,,,,,,,,
wgnssk,san-ns1,2013,1998,182075000,896145,550266,371117,0.674,0.654,,,,,,,,,,,,
wgnssk,san-ns1,2013,1999,237703000,598871,224556,427691,1.905,1.267,,,,,,,,,,,,
wgnssk,san-ns1,2013,2000,406192000,692534,131603,284521,2.162,1.015,,,,,,,,,,,,
wgnssk,san-ns1,2013,2001,548790000,853809,152634,513068,3.361,1.516,,,,,,,,,,,,
wgnssk,san-ns1,2013,2002,28747000,1357150,139917,596049,4.26,1.203,,,,,,,,,,,,
wgnssk,san-ns1,2013,2003,222248000,258154,186983,121863,0.652,0.915,,,,,,,,,,,,
wgnssk,san-ns1,2013,2004,97766000,485797,72600,195274,2.69,1.04,,,,,,,,,,,,
wgnssk,san-ns1,2013,2005,248770000,382536,153354,100835,0.658,0.443,,,,,,,,,,,,
wgnssk,san-ns1,2013,2006,135982000,704362,143683,231448,1.611,0.652,,,,,,,,,,,,
wgnssk,san-ns1,2013,2007,296534000,536892,239449,108600,0.454,0.273,,,,,,,,,,,,
wgnssk,san-ns1,2013,2008,113366000,992904,290346,237447,0.818,0.453,,,,,,,,,,,,
wgnssk,san-ns1,2013,2009,644801000,628729,258325,291247,1.127,0.633,,,,,,,,,,,,
wgnssk,san-ns1,2013,2010,25384000,1805150,221518,300954,1.359,0.431,,,,,,,,,,,,
wgnssk,san-ns1,2013,2011,55481000,693689,413173,311134,0.753,0.543,,,,,,,,,,,,
wgnssk,san-ns1,2013,2012,,,265887,,,,,,,,,,,,,,,
wgnssk,san-ns2,2013,1983,128696000,153827,110575,74481,0.674,0.379,,,,,,,,,,,,
wgnssk,san-ns2,2013,1984,36492000,331018,64022,63046,0.985,0.304,,,,,,,,,,,,
wgnssk,san-ns2,2013,1985,239358000,251426,151794,96645,0.637,0.55,,,,,,,,,,,,
wgnssk,san-ns2,2013,1986,38621000,589397,91455,93146,1.018,0.332,,,,,,,,,,,,
wgnssk,san-ns2,2013,1987,18683000,418223,284555,53284,0.187,0.182,,,,,,,,,,,,
wgnssk,san-ns2,2013,1988,117693000,242278,203883,120382,0.59,0.53,,,,,,,,,,,,
wgnssk,san-ns2,2013,1989,65416000,275417,89452,109703,1.226,0.536,,,,,,,,,,,,
wgnssk,san-ns2,2013,1990,85143000,280965,156274,100917,0.646,0.582,,,,,,,,,,,,
wgnssk,san-ns2,2013,1991,98664000,421948,147939,107795,0.729,0.366,,,,,,,,,,,,
wgnssk,san-ns2,2013,1992,32608000,440451,161011,69825,0.434,0.294,,,,,,,,,,,,
wgnssk,san-ns2,2013,1993,128011000,357229,223413,59652,0.267,0.298,,,,,,,,,,,,
wgnssk,san-ns2,2013,1994,60949000,521693,143657,50656,0.353,0.137,,,,,,,,,,,,
wgnssk,san-ns2,2013,1995,20933000,456599,238136,60138,0.253,0.186,,,,,,,,,,,,
wgnssk,san-ns2,2013,1996,202269000,311756,205280,80012,0.39,0.297,,,,,,,,,,,,
wgnssk,san-ns2,2013,1997,3107000,651494,96146,102726,1.068,0.332,,,,,,,,,,,,
wgnssk,san-ns2,2013,1998,13246000,351199,289136,68953,0.238,0.293,,,,,,,,,,,,
wgnssk,san-ns2,2013,1999,40460000,177819,121446,32108,0.264,0.258,,,,,,,,,,,,
wgnssk,san-ns2,2013,2000,10520000,234534,73052,52228,0.715,0.357,,,,,,,,,,,,
wgnssk,san-ns2,2013,2001,106072000,132939,80120,56934,0.711,0.434,,,,,,,,,,,,
wgnssk,san-ns2,2013,2002,6558000,314730,38788,35494,0.915,0.331,,,,,,,,,,,,
wgnssk,san-ns2,2013,2003,63637000,157418,114424,55924,0.489,0.582,,,,,,,,,,,,
wgnssk,san-ns2,2013,2004,25458000,226626,45085,71413,1.584,0.681,,,,,,,,,,,,
wgnssk,san-ns2,2013,2005,48594000,132161,54495,41420,0.76,0.318,,,,,,,,,,,,
wgnssk,san-ns2,2013,2006,30148000,212693,52025,35351,0.679,0.287,,,,,,,,,,,,
wgnssk,san-ns2,2013,2007,72729000,199566,88030,5911,0.067,0.04,,,,,,,,,,,,
wgnssk,san-ns2,2013,2008,19296000,284401,83802,13064,0.156,0.089,,,,,,,,,,,,
wgnssk,san-ns2,2013,2009,109935000,184595,118688,10240,0.086,0.069,,,,,,,,,,,,
wgnssk,san-ns2,2013,2010,10150000,357087,89623,31747,0.354,0.147,,,,,,,,,,,,
wgnssk,san-ns2,2013,2011,16951000,220037,164185,30259,0.184,0.22,,,,,,,,,,,,
wgnssk,san-ns2,2013,2012,,,83007,,,,,,,,,,,,,,,
wgnssk,san-ns3,2013,1983,93349000,211734,73516,105946,1.441,0.464,,,,,,,,,,,,
wgnssk,san-ns3,2013,1984,43037000,303826,97830,123635,1.264,0.498,,,,,,,,,,,,
wgnssk,san-ns3,2013,1985,299056000,258097,144541,59083,0.409,0.274,,,,,,,,,,,,
wgnssk,san-ns3,2013,1986,371351000,783954,164221,420341,2.56,0.997,,,,,,,,,,,,
wgnssk,san-ns3,2013,1987,85769000,1080980,285620,403908,1.414,0.905,,,,,,,,,,,,
wgnssk,san-ns3,2013,1988,309998000,658759,395318,391081,0.989,1.364,,,,,,,,,,,,
wgnssk,san-ns3,2013,1989,105090000,822375,133629,481893,3.606,1.094,,,,,,,,,,,,
wgnssk,san-ns3,2013,1990,210121000,452965,212091,219183,1.033,0.563,,,,,,,,,,,,
wgnssk,san-ns3,2013,1991,91968000,747499,218236,368105,1.687,0.723,,,,,,,,,,,,
wgnssk,san-ns3,2013,1992,238718000,398867,197029,195700,0.993,0.462,,,,,,,,,,,,
wgnssk,san-ns3,2013,1993,225569000,753733,211866,263954,1.246,0.635,,,,,,,,,,,,
wgnssk,san-ns3,2013,1994,177963000,715943,263068,444119,1.688,0.708,,,,,,,,,,,,
wgnssk,san-ns3,2013,1995,138816000,594481,209227,218922,1.046,0.478,,,,,,,,,,,,
wgnssk,san-ns3,2013,1996,898312000,793311,357031,247397,0.693,0.391,,,,,,,,,,,,
wgnssk,san-ns3,2013,1997,64091000,1674320,267531,604159,2.258,0.931,,,,,,,,,,,,
wgnssk,san-ns3,2013,1998,97066000,601971,404355,499333,1.235,0.933,,,,,,,,,,,,
wgnssk,san-ns3,2013,1999,123453000,406362,190496,223160,1.171,1.121,,,,,,,,,,,,
wgnssk,san-ns3,2013,2000,86556000,416539,115000,242732,2.111,1.335,,,,,,,,,,,,
wgnssk,san-ns3,2013,2001,96526000,303095,91066,245290,2.694,0.939,,,,,,,,,,,,
wgnssk,san-ns3,2013,2002,19136000,305851,70816,209302,2.956,1.046,,,,,,,,,,,,
wgnssk,san-ns3,2013,2003,51443000,133060,82292,58942,0.716,0.503,,,,,,,,,,,,
wgnssk,san-ns3,2013,2004,18529000,159689,40604,79234,1.951,0.678,,,,,,,,,,,,
wgnssk,san-ns3,2013,2005,41290000,132382,83127,29677,0.357,0.227,,,,,,,,,,,,
wgnssk,san-ns3,2013,2006,111003000,166445,62738,18863,0.301,0.136,,,,,,,,,,,,
wgnssk,san-ns3,2013,2007,62985000,391818,92814,113232,1.22,0.525,,,,,,,,,,,,
wgnssk,san-ns3,2013,2008,111471000,343431,147655,94491,0.64,0.463,,,,,,,,,,,,
wgnssk,san-ns3,2013,2009,105362000,369497,94614,33350,0.352,0.14,,,,,,,,,,,,
wgnssk,san-ns3,2013,2010,7419000,561655,303702,80576,0.265,0.515,,,,,,,,,,,,
wgnssk,san-ns3,2013,2011,5787000,267917,239149,94946,0.397,0.466,,,,,,,,,,,,
wgnssk,san-ns3,2013,2012,,,150945,,,,,,,,,,,,,,,
wgnssk,sol-eche,2013,1982,12732,10413,7813,3190,,0.3548,,,,,,,,,,,,
wgnssk,sol-eche,2013,1983,21335,12597,9568,3458,,0.4064,,,,,,,,,,,,
wgnssk,sol-eche,2013,1984,21540,12945,8973,3575,,0.4312,,,,,,,,,,,,
wgnssk,sol-eche,2013,1985,12905,13319,9969,3837,,0.3362,,,,,,,,,,,,
wgnssk,sol-eche,2013,1986,25700,13964,10583,3932,,0.3938,,,,,,,,,,,,
wgnssk,sol-eche,2013,1987,10975,13017,9000,4791,,0.593,,,,,,,,,,,,
wgnssk,sol-eche,2013,1988,25735,12824,10098,3853,,0.4308,,,,,,,,,,,,
wgnssk,sol-eche,2013,1989,16795,11838,8377,3805,,0.5649,,,,,,,,,,,,
wgnssk,sol-eche,2013,1990,44274,13850,9560,3647,,0.38,,,,,,,,,,,,
wgnssk,sol-eche,2013,1991,34843,15872,8765,4351,,0.4533,,,,,,,,,,,,
wgnssk,sol-eche,2013,1992,33614,17355,11187,4072,,0.3726,,,,,,,,,,,,
wgnssk,sol-eche,2013,1993,16789,17933,13152,4299,,0.3026,,,,,,,,,,,,
wgnssk,sol-eche,2013,1994,26538,15610,12530,4383,,0.3552,,,,,,,,,,,,
wgnssk,sol-eche,2013,1995,19413,15069,11077,4420,,0.3661,,,,,,,,,,,,
wgnssk,sol-eche,2013,1996,18863,15677,12134,4797,,0.4739,,,,,,,,,,,,
wgnssk,sol-eche,2013,1997,27766,14267,10508,4764,,0.591,,,,,,,,,,,,
wgnssk,sol-eche,2013,1998,18024,12517,8101,3363,,0.4565,,,,,,,,,,,,
wgnssk,sol-eche,2013,1999,26262,12437,9041,4135,,0.5495,,,,,,,,,,,,
wgnssk,sol-eche,2013,2000,31286,12939,8495,3476,,0.4428,,,,,,,,,,,,
wgnssk,sol-eche,2013,2001,26483,12501,7598,4025,,0.3983,,,,,,,,,,,,
wgnssk,sol-eche,2013,2002,46424,14099,8540,4733,,0.3774,,,,,,,,,,,,
wgnssk,sol-eche,2013,2003,21030,17662,10369,5038,,0.3737,,,,,,,,,,,,
wgnssk,sol-eche,2013,2004,19344,14917,11392,4826,,0.4007,,,,,,,,,,,,
wgnssk,sol-eche,2013,2005,34218,18943,11422,4383,,0.3803,,,,,,,,,,,,
wgnssk,sol-eche,2013,2006,42420,20870,9936,4833,,0.4335,,,,,,,,,,,,
wgnssk,sol-eche,2013,2007,18007,19165,10499,5166,,0.4897,,,,,,,,,,,,
wgnssk,sol-eche,2013,2008,21295,18387,13049,4517,,0.4159,,,,,,,,,,,,
wgnssk,sol-eche,2013,2009,39186,20381,11624,5266,,0.5177,,,,,,,,,,,,
wgnssk,sol-eche,2013,2010,48739,21516,9296,4409,,0.4866,,,,,,,,,,,,
wgnssk,sol-eche,2013,2011,43527,20274,11854,4133,,0.421,,,,,,,,,,,,
wgnssk,sol-eche,2013,2012,23798,,15470,,,,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1957,129000,63,55100,12100,,0.178,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1958,129000,72,60900,14300,,0.207,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1959,489000,86,65600,13800,,0.171,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1960,62000,106,73400,18600,,0.204,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1961,100000,124,117100,23600,,0.19,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1962,23000,124,116800,26900,,0.213,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1963,20000,116,113600,26200,,0.313,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1964,539000,51,37100,11300,,0.289,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1965,122000,101,30000,17000,,0.317,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1966,40000,93,84300,33300,,0.325,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1967,75000,91,83000,33400,,0.406,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1968,99000,83,72300,33200,,0.489,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1969,51000,69,55300,27600,,0.546,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1970,138000,60,50700,19700,,0.399,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1971,42000,64,43800,23700,,0.51,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1972,76000,56,47600,21100,,0.461,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1973,105000,51,36900,19300,,0.502,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1974,110000,54,36200,18000,,0.485,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1975,41000,55,38600,20800,,0.496,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1976,113000,48,39000,17300,,0.422,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1977,140000,55,35100,18000,,0.458,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1978,47000,56,36400,20300,,0.476,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1979,12000,52,45100,22600,,0.492,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1980,152000,41,33600,15800,,0.452,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1981,149000,49,23100,15400,,0.497,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1982,153000,58,32900,21600,,0.543,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1983,142000,66,39900,24900,,0.488,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1984,71000,64,43400,26800,,0.618,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1985,82000,53,40900,24200,,0.599,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1986,159000,52,34200,18200,,0.58,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1987,73000,55,29500,17400,,0.491,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1988,458000,70,38700,21600,,0.566,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1989,108000,94,34000,21800,,0.439,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1990,177000,114,90300,35100,,0.44,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1991,70000,104,78000,33500,,0.445,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1992,353000,105,77700,29300,,0.421,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1993,69000,100,56000,31500,,0.508,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1994,57000,86,74600,33000,,0.567,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1995,96000,72,59300,30500,,0.538,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1996,49000,53,38700,22700,,0.706,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1997,271000,48,27500,14900,,0.608,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1998,114000,60,20300,20900,,0.646,,,,,,,,,,,,
wgnssk,sol-nsea,2013,1999,82000,59,41400,23500,,0.579,,,,,,,,,,,,
wgnssk,sol-nsea,2013,2000,123000,55,38500,22600,,0.608,,,,,,,,,,,,
wgnssk,sol-nsea,2013,2001,63000,49,30200,19900,,0.581,,,,,,,,,,,,
wgnssk,sol-nsea,2013,2002,185000,48,30800,16900,,0.578,,,,,,,,,,,,
wgnssk,sol-nsea,2013,2003,82000,53,25000,17900,,0.59,,,,,,,,,,,,
wgnssk,sol-nsea,2013,2004,45000,50,37200,18800,,0.514,,,,,,,,,,,,
wgnssk,sol-nsea,2013,2005,48000,40,31800,16400,,0.584,,,,,,,,,,,,
wgnssk,sol-nsea,2013,2006,206000,40,23700,12600,,0.455,,,,,,,,,,,,
wgnssk,sol-nsea,2013,2007,57000,48,17600,14600,,0.466,,,,,,,,,,,,
wgnssk,sol-nsea,2013,2008,73000,47,35900,14100,,0.369,,,,,,,,,,,,
wgnssk,sol-nsea,2013,2009,101000,47,33100,14000,,0.364,,,,,,,,,,,,
wgnssk,sol-nsea,2013,2010,145000,54,33500,12600,,0.355,,,,,,,,,,,,
wgnssk,sol-nsea,2013,2011,91000,58,34700,11500,,0.296,,,,,,,,,,,,
wgnssk,sol-nsea,2013,2012,93669,,46654,,,,,,,,,,,,,,,
wgnssk,whg-47d,2013,1990,5600538,972777,527871,152603,,0.6586,,,,,,,,,,,,
wgnssk,whg-47d,2013,1991,5761512,1011925,466298,126742,,0.5222,,,,,,,,,,,,
wgnssk,whg-47d,2013,1992,5495931,876679,445489,108556,,0.4852,,,,,,,,,,,,
wgnssk,whg-47d,2013,1993,6470818,842808,407666,116911,,0.4878,,,,,,,,,,,,
wgnssk,whg-47d,2013,1994,6149817,889840,413543,101651,,0.624,,,,,,,,,,,,
wgnssk,whg-47d,2013,1995,5595850,888263,429517,105493,,0.5198,,,,,,,,,,,,
wgnssk,whg-47d,2013,1996,3945428,723724,379105,76123,,0.4172,,,,,,,,,,,,
wgnssk,whg-47d,2013,1997,3004586,592866,326872,61435,,0.327,,,,,,,,,,,,
wgnssk,whg-47d,2013,1998,4187074,620282,275337,47475,,0.312,,,,,,,,,,,,
wgnssk,whg-47d,2013,1999,7046918,791687,291998,60845,,0.3764,,,,,,,,,,,,
wgnssk,whg-47d,2013,2000,8601549,1337009,425577,63806,,0.4358,,,,,,,,,,,,
wgnssk,whg-47d,2013,2001,6788457,1138123,501986,45242,,0.308,,,,,,,,,,,,
wgnssk,whg-47d,2013,2002,5836148,801466,429467,46450,,0.2064,,,,,,,,,,,,
wgnssk,whg-47d,2013,2003,1863636,432660,328637,45640,,0.1868,,,,,,,,,,,,
wgnssk,whg-47d,2013,2004,1909320,446198,253985,33558,,0.1916,,,,,,,,,,,,
wgnssk,whg-47d,2013,2005,2489654,497618,218031,28883,,0.1834,,,,,,,,,,,,
wgnssk,whg-47d,2013,2006,2361740,480758,198670,37038,,0.2708,,,,,,,,,,,,
wgnssk,whg-47d,2013,2007,2232825,382210,181712,27126,,0.2606,,,,,,,,,,,,
wgnssk,whg-47d,2013,2008,4438888,630458,212099,28246,,0.2664,,,,,,,,,,,,
wgnssk,whg-47d,2013,2009,3591441,602165,292164,27140,,0.229,,,,,,,,,,,,
wgnssk,whg-47d,2013,2010,3247857,585553,319592,31147,,0.2278,,,,,,,,,,,,
wgnssk,whg-47d,2013,2011,3187491,621591,310507,31993,,0.1742,,,,,,,,,,,,
wgnssk,whg-47d,2013,2012,2745646,,306814,,,,,,,,,,,,,,,
wgwide,her-noss,2013,1988,26066800,3493000,2054000,135301,,0.047,,,,,,,,,,,,
wgwide,her-noss,2013,1989,72568200,4158000,3332000,103830,,0.03,,,,,,,,,,,,
wgwide,her-noss,2013,1990,109442100,4696000,3911000,86411,,0.022,,,,,,,,,,,,
wgwide,her-noss,2013,1991,313107200,5337000,3812000,84683,,0.024,,,,,,,,,,,,
wgwide,her-noss,2013,1992,371619400,6385000,3889000,104448,,0.028,,,,,,,,,,,,
wgwide,her-noss,2013,1993,115129200,7466000,3832000,232457,,0.064,,,,,,,,,,,,
wgwide,her-noss,2013,1994,39472100,8530000,3964000,479228,,0.131,,,,,,,,,,,,
wgwide,her-noss,2013,1995,19594700,9335000,3919000,905501,,0.232,,,,,,,,,,,,
wgwide,her-noss,2013,1996,58595400,9425000,4405000,1220283,,0.198,,,,,,,,,,,,
wgwide,her-noss,2013,1997,34865400,9319000,5641000,1426507,,0.187,,,,,,,,,,,,
wgwide,her-noss,2013,1998,258970700,8186000,6342000,1223131,,0.159,,,,,,,,,,,,
wgwide,her-noss,2013,1999,180818600,9338000,6470000,1235433,,0.195,,,,,,,,,,,,
wgwide,her-noss,2013,2000,65352400,8741000,5506000,1207201,,0.226,,,,,,,,,,,,
wgwide,her-noss,2013,2001,40419100,7369000,4486000,766136,,0.191,,,,,,,,,,,,
wgwide,her-noss,2013,2002,399293800,7862000,3951000,807795,,0.209,,,,,,,,,,,,
wgwide,her-noss,2013,2003,161718800,9554000,4895000,789510,,0.129,,,,,,,,,,,,
wgwide,her-noss,2013,2004,293715300,11591000,6158000,794066,,0.113,,,,,,,,,,,,
